,0
376,訾猛 陈彦辛 彭瑛 李梓语 张睿\u2002      
377,醉梅花的思维小屋\u2002      
378,芮赟(店达商城创始人)\u2002      
379,雨果网\u2002      
380,骐云（供应链架构师）\u2002      
381,飞书互动\u2002      
382,亿欧网\u2002      
383,梁骁\u2002      
384,穆胜\u2002      
385,房地产战略家 \u2002      
386,闫跃龙\u2002      
387,居英\u2002      
388,阿里巴巴\u2002      
389,陈春花\u2002      
390,"俞琼燕,缪德快,薛庚光\u2002      "
391,董云峰\u2002      
392,夏杰长（中国社会科学院财经战略研究院副院长
393,研究员）\u2002      
394,中国财富网\u2002      
395,"徐印州（广东财经大学教授）,林梨奎（暨南大学博士研究生）\u2002      "
396,"徐印州,林梨奎,李丹琪\u2002      "
397,徐印州 李丹琪\u2002      
398,徐印州\u2002      
399,未来智库\u2002      
400,韩雪峰（普天物流总经理）\u2002      
401,零壹财经\u2002      
402,东莞时间网\u2002      
403,"胡嘉佩,刘松龄,刘冠男\u2002      "
404,网经社\u2002      
405,魏际刚\u2002      
406,Anthony A. Meder\u2002      
407,搜狐科技\u2002      
408,蓝鱼\u2002      
409,长歌\u2002      
410,中国物流与采购联合会\u2002      
411,陈春花\u2002      
412,施杨\u2002      
413,颜艳春\u2002      
414,王如晨\u2002      
415,陈肖丽\u2002      
416,经济参考报\u2002      
417,陈春花\u2002      
418,阿里研究院\u2002      
419,杨业擘\u2002      
420,沈帅波（湃动传媒CEO）\u2002      
421,雨果网\u2002      
422,陈春花\u2002      
423,亚太未来金融研究\u2002      
424,海通证券\u2002      
425,李东红\u2002      
426,供应链金融\u2002      
427,广州市商务局\u2002      
428,辛继召\u2002      
429,轻信科技\u2002      
430,天逸俱乐部\u2002      
431,挖数\u2002      
432,宋华\u2002      
433,亿邦动力研究院\u2002      
434,壹路网\u2002      
435,壹路网\u2002      
436,壹路网\u2002      
437,数字化转型\u2002      
438,徐印州\u2002      
439,21世纪经济报道\u2002      
440,品途网\u2002      
441,周惠宁 LADYMAX\u2002      
442,钱丽娜\xa0 《商学院》\xa0 \u2002      
443, 黄文锋\u2002      
444,黄文锋\u2002      
445, 周长城\u2002      
446,徐印州\u2002      
447,齐志明\u2002      
448,欧阳捷\u2002      
449,侯婉薇《 中华读书报 》（\u2002      
450,魏际刚\u2002      
451,蓝科技\u2002      
452,挖数\u2002      
453,中国银行保险监督管理委员会办公厅\u2002      
454,PingWest品玩\u2002      
455,麦肯锡\u2002      
456,黄文锋\u2002      
457,壹路网\u2002      
458,陈海权\u2002      
459,黄文锋\u2002      
460,黄文锋\u2002      
461,黄文锋\u2002      
462,黄文锋\u2002      
463,壹路网\u2002      
464,中国储运\u2002      
465,小周伯通\u2002      
466,壹路网\u2002      
467,\u2002      
468,姚心璐\u2002      
469,\u2002      
470,广州日报\u2002      
471,\u2002      
472,\u2002      
473,\u2002      
474,\u2002      
475,史中\u2002      
476,李彦宏\u2002      
477,张勇\u2002      
478,壹路网\u2002      
479,壹路网\u2002      
480,新京报\u2002      
481,丁磊\u2002      
482,陈新宇\u2002      
483,\u2002      
484,陈兰\u2002      
485,\u2002      
486,零售圈\u2002      
487,\u2002      
488,\u2002      
489,\u2002      
490,\u2002      
491,彭波\u2002      
492,\u2002      
493,\u2002      
494,\u2002      
495,\u2002      
496,壹路网\u2002      
497,廖琦菁\u2002      
498,\u2002      
499,\u2002      
500,\u2002      
501,\u2002      
502,\u2002      
503,韩舒淋\u2002      
504,\u2002      
505,魏际刚\u2002      
506,土妖\u2002      
507, 韦三水\u2002      
508,黄文锋\u2002      
509,黄文锋\u2002      
510,人民日报海外版\u2002      
511,壹路网\u2002      
512,李越\u2002      
513,\u2002      
514,马培贵\u2002      
515,丁俊发\u2002      
516,\u2002      
517,阿毛\u2002      
518,邓康明\u2002      
519,\u2002      
520,供应链与金融自媒体\u2002      
521,\u2002      
522,五道口供应链研究院 \u2002      
523,王戴明\u2002      
524,零售商业评论\u2002      
525,五道口供应链研究院\u2002      
526,\u2002      
527,零售商业评论\u2002      
528,InweHub小哈\u2002      
529,\u2002      
530,丁俊发\u2002      
531,众信网\u2002      
532,叶秋香\u2002      
533,\u2002      
534,\u2002      
535,Panda梁骁\u2002      
536,马宁宁\u2002      
537,挖数\u2002      
538,\u2002      
539,\u2002      
540,刘坤\u2002      
541,黑马营\u2002      
542,壹路网\u2002      
543,周其仁\u2002      
544,陈颖思\u2002      
545,亿欧\u2002      
546,刘杰\u2002      
547,\u2002      
548,黄道洲\u2002      
549,稻盛和夫\u2002      
550,\u2002      
551,麦肯锡\u2002      
552,中新社\u2002      
553,\u2002      
554,国务院报告\u2002      
555,闫岩\u2002      
556,陈海权\u2002      
557,\u2002      
558,王赛\u2002      
559,跨境脉\u2002      
560,\u2002      
561,\u2002      
562,任泽平\u2002      
563,\u2002      
564,特里斯坦·伊丽莎白·格里宾\u2002      
565,脑极体\u2002      
566,安筱鹏\u2002      
567,贺宪亭\u2002      
568,杨云正\u2002      
569,\u2002      
570,叶正新\u2002      
571,壹路网\u2002      
572,壹路网\u2002      
573,中国南海研究院调研组\u2002      
574,新华社\u2002      
575,胡以鋆
576,周超\u2002      
577,\u2002      
578,\u2002      
579,利丰研究中心\u2002      
580,梁睿瑶\u2002      
581,封面新闻\u2002      
582,\u2002      
583,薄纯敏\u2002      
584,叶国富\u2002      
585,\u2002      
586,壹路网\u2002      
587,华丽志\u2002      
588,壹路网\u2002      
589,哈佛商业评论\u2002      
590,胡玉姣\u2002      
591,\u2002      
592,何大勇/谭彦/华佳/赖华/孙蕾\u2002      
593,王曼\u2002      
594,壹路网\u2002      
595,何大勇/谭彦/华佳/赖华/孙蕾\u2002      
596,\u2002      
597,\u2002      
598,实验室研究员\u2002      
599,亿欧\u2002      
600,王溢\u2002      
601,Travis\u2002      
602,物流信息互通共享\u2002      
603,Gartner\u2002      
604,\u2002      
605,壹路网\u2002      
606,网经社电子商务研究中心\u2002      
607,\u2002      
608,阚雷\u2002      
609,莫同\u2002      
610,肖芳 王付娇 郑洁瑶\u2002      
611,郝亚洲\u2002      
612,张雅坤\u2002      
613,王子威\u2002      
614,\u2002      
615,\u2002      
616,陈春花\u2002      
617,陈超\u2002      
618,亿邦动力网\u2002      
619,孙利军\u2002      
620,壹路网\u2002      
621,王雨萧
622,赵文君
623,张璇\u2002      
624,巴曙松\u2002      
625,黄筱
626,张璇\u2002      
627,老笑\u2002      
628, 联商网编辑部\u2002      
629,壹路谈\u2002      
630, 亿邦动力\u2002      
631,蔡昌 林高怡 薛黎明\u2002      
632,遊人\u2002      
633,罗戈网\u2002      
634,陈春花\u2002      
635,壹路网\u2002      
636,壹路网\u2002      
637,壹路网\u2002      
638,壹路网\u2002      
639,庖丁技术转化中心\u2002      
640,Lynn Yang\u2002      
641,王洪磊
642,付嘉\u2002      
643,\u2002      
644,欧阳日晖\u2002      
645,供应链金融\u2002      
646,高瓴资本\u2002      
647,张钟允\u2002      
648,曲胜博\u2002      
649,壹路网\u2002      
650,雪球\u2002      
651,涂子沛\u2002      
652,陈春花\u2002      
653,Andy博士\u2002      
654,\u2002      
655,马云\u2002      
656,吴昀桥\u2002      
657,赞赏小侠\u2002      
658,相峰\u2002      
659,亿欧网\u2002      
660,老衬\u2002      
661,焦点视界\u2002      
662,上观新闻\u2002      
663,新华社\u2002      
664,喻旭\u2002      
665,刘兴亮（DCCI互联网研究院院长）\u2002      
666,壹路网\u2002      
667,章蔚玮 \u2002      
668,Vistage\u2002      
669,物流时代周刊 \u2002      
670,广州3D打印产业园\u2002      
671,任倩文\u2002      
672,江小涓\u2002      
673,阿里云研究中\u2002      
674,跨境电商海贸会\u2002      
675,实验室研究员\u2002      
676,张书乐\u2002      
677,实验室研究员\u2002      
678,黄文锋\u2002      
679,许小年\u2002      
680,孙雄飞
681,殷宪斌
682,许光\u2002      
683,万联网\u2002      
684,国际商报\u2002      
685,习近平\u2002      
686,余丰慧\u2002      
687,钟山\u2002      
688,国家商务部办公厅\u2002      
689,商务部\u2002      
690,温志芬\u2002      
691,龙真梓\u2002      
692,\u2002      
693,陈永伟\u2002      
694,连线2025\u2002      
695,连线2025\u2002      
696,周晓寒\u2002      
697,陈春花\u2002      
698,房殿军\u2002      
699,时光\u2002      
700,壹路网\u2002      
701,张夕夜\u2002      
702,郭文茜\u2002      
703,李晓华
704,司晓\u2002      
705,黄瓛钰 王健飞\u2002      
706,徐静波\u2002      
707,\u2002      
708,魏际刚\u2002      
709,陈清泰
710,邬贺铨
711,汤道生\u2002      
712,丁俊发\u2002      
713,Arc\u2002      
714,广东省现代物流研究院\u2002      
715,祝守宇\u2002      
716,方文三\u2002      
717,陈海权\u2002      
718,贾缙\u2002      
719,牟小姝\u2002      
720,冯超\u2002      
721,李明 程思玮\u2002      
722,HBR-China\u2002      
723,德勤Deloitte\u2002      
724,壹路网\u2002      
725,文洋\u2002      
726,\u2002      
727,腾讯研究院\u2002      
728,小周伯通\u2002      
729,壹路网\u2002      
730,鲁顺\u2002      
731,稻盛和夫\u2002      
732,彼得·阿尔特迈尔\u2002      
733,小橙\u2002      
734,开源工业互联网联盟翻译部\u2002      
735,\u2002      
736,彭剑锋
737,张小峰\u2002      
738,肖 旭
739,戚聿东\u2002      
740,肖 旭
741,戚聿东\u2002      
742,栗子，鱼羊，李根，\u2002      
743,宋宇铮
744,邸利会\u2002      
745,TOP君 \u2002      
746,壹路网\u2002      
747,沈晨岗\u2002      
748,\u2002      
749,物流信息互通共享\u2002      
750,刘宝红\u2002      
751,李建全\u2002      
752,Arc\u2002      
753,庄帅\u2002      
754,GEORGE陈果\u2002      
755,艾媒君\u2002      
756,毕马威\u2002      
757,凯度消费者指数\u2002      
758,小渔\u2002      
759,壹路网\u2002      
760,壹路网\u2002      
761, 鹰熊汇Mark\u2002      
762,王继祥\u2002      
763,36氪\u2002      
764,马云\u2002      
765,Gartner\u2002      
766,壹路网\u2002      
767,苗圩\u2002      
768,张军扩 罗雨泽 宋荟柯 \u2002      
769,鲁勇\u2002      
770,HBR-China\u2002      
771,36氪\u2002      
772,袁帅\u2002      
773,李伟龙\u2002      
774,房殿军\u2002      
775, 真知云资讯\u2002      
776,吴琼\u2002      
777, Moss老师\u2002      
778,\u2002      
779,贾琦
780,唐郡\u2002      
781,\u2002      
782,\u2002      
783,挖数\u2002      
784,柳井正\u2002      
785,挖数\u2002      
786,蒋东文\u2002      
787,亿邦动力网\u2002      
788,杨洁\u2002      
789,网经社\u2002      
790,李媛媛\u2002      
791,网经社\u2002      
792,马云\u2002      
793,汤佩兰\u2002      
794,小马褂\u2002      
795,广州大麦\u2002      
796,创销科技\u2002      
797,沈南鹏\u2002      
798,尼尔森\u2002      
799,金明\u2002      
800,新零售智库\u2002      
801,王莉莉\u2002      
802,黄奇帆\u2002      
803,叶琼\u2002      
804,社交电商VS社群运营\u2002      
805,36氪\u2002      
806,陈小江\u2002      
807,梁将军\u2002      
808,陈少亮\u2002      
809,王俊杰\u2002      
810,金磊\u2002      
811,苏宁零售技术研究院\u2002      
812,任正非\u2002      
813,冯朝晖\u200b\u2002      
814,李晓红\u2002      
815,\u2002      
816,壹路网\u2002      
817,晗宇，吴越\u2002      
818,沈帅波\u2002      
819,高善文\u2002      
820,\u2002      
821,张文中\u2002      
822,王坚\u2002      
823, 刘晓丹\u2002      
824,"刘渔,潘晴晴\u2002      "
825,张大笔茹
826,曹培信\u2002      
827,陈佳\u2002      
828,\u2002      
829,零售资本论\u2002      
830,\u2002      
831,泰勒\u2002      
832,壹路网\u2002      
833,陈明生\u2002      
834, GEORGE陈果\u2002      
835,李芏巍\u2002      
836,弥勒佛\u2002      
837,张维\u2002      
838,玄宁\u2002      
839,\u2002      
840,\u2002      
841,善学之道\u2002      
842,e-works\u2002      
843,e-works\u2002      
844,e-works\u2002      
845,\u2002      
846,网经社\u2002      
847,壹路网\u2002      
848,壹路网\u2002      
849,壹路网\u2002      
850,壹路网\u2002      
851,网经社\u2002      
852,\u2002      
853,爱物流\u2002      
854,\u2002      
855,宋笛\u2002      
856,管清友\u2002      
857,李敬泉\u2002      
858,张维迎\u2002      
859,张生\u2002      
860,倪叔\u2002      
861,杨阳\u2002      
862,陈春花\u2002      
863,苏敏\u2002      
864,TOP君\u2002      
865,曹仰锋\u2002      
866,36氪\u2002      
867,彭倩\u2002      
868,\u2002      
869,曹倩\u2002      
870,贾萌\u2002      
871,齐 卿 曹欣蓓\u2002      
872,梁希理\u2002      
873,亿欧 零售氪星球\u2002      
874,弓长君\u2002      
875,弓长君\u2002      
876,现代产业市场\u2002      
877,壹路网\u2002      
878,曹倩\u2002      
879,Frank Chen\u2002      
880,赵炯\u2002      
881,宋静静\u2002      
882,赵 峥 王炳文\u2002      
883,36氪\u2002      
884,王彦丽\u2002      
885,David Yaffe-Bellany\u2002      
886,珍珍\u2002      
887,赵叨叨\u2002      
888,陈春花\u2002      
889,哲思去创业\u2002      
890,李檬\u2002      
891,Informatica\u2002      
892,陈生强\u2002      
893,5G产业圈\u2002      
894,只想暴富的老鹿\u2002      
895,壹路网\u2002      
896,\u2002      
897,王子威\u2002      
898,实验室研究员\u2002      
899,任正非\u2002      
900,亿邦动力网\u2002      
901,爱妃\u2002      
902,航海仔仔\u2002      
903,\u2002      
904,物流桃园\u2002      
905,雪莉·桑德伯格\u2002      
906,杨良\u2002      
907, 董晓明\u2002      
908,石老师\u2002      
909,\u2002      
910, 跨境电商头条\u2002      
911,陈春花 朱丽\u2002      
912,李国欢\u2002      
913,\u2002      
914,风清\u2002      
915,亿邦动力网\u2002      
916,宋华\u2002      
917,潘清\u2002      
918,任易\u2002      
919,Gartner\u2002      
920,Ron Vale\u2002      
921,张晓旭\u2002      
922,李明珠\u200b\u2002      
923,\u2002      
924,稻盛和夫\u2002      
925,\u2002      
926,北北\u2002      
927,精选君\u2002      
928,张超星\u2002      
929,老喵\u2002      
930,壹路网\u2002      
931,洪杉\u2002      
932,\u2002      
933,韩叙\u2002      
934,王家琦\u2002      
935,\u2002      
936,刘隽\u2002      
937,思齐\u2002      
938,淘宝大学\u2002      
939,马云\u2002      
940,滨下武志，舒小昀\u2002      
941,滨下武志，舒小昀\u2002      
942,滨下武志，舒小昀\u2002      
943,佛山商务微信百年祭小组\u2002      
944,杨青松\u2002      
945,赵立涛，苗琳\u2002      
946,海关总署\u2002      
947,S.T.M.小蓝\u2002      
948,威连\u2002      
949,巴九灵\u2002      
950,Bob\u2002      
951,江小涓\u2002      
952,商贾经\u2002      
953,江小涓\u2002      
954,江小涓\u2002      
955,任正非\u2002      
956,人民网\u2002      
957,周舟\u2002      
958,火雪挺\u2002      
959,安吉\u2002      
960,网经社\u2002      
961,颐\u2002      
962,朱敏杰\u2002      
963,陆奇\u2002      
964,沈帅波\u2002      
965,王继祥\u2002      
966,壹路网\u2002      
967,陈春花\u2002      
968,壹路网\u2002      
969,徐星美\u2002      
970,李光斗\u2002      
971,腾讯科技\u2002      
972,田川\u2002      
973,罗戈网
974,韦奇文\u2002      
975,阿里研究院\u2002      
976,\u2002      
977,刘遵义\u2002      
978,壹路网\u2002      
979,陈恃雷\u2002      
980,王继祥\u2002      
981,蔡志森\u2002      
982,\u2002      
983,壹路网\u2002      
984, ECdataway数据威\u2002      
985,\u2002      
986,宋华\u2002      
987,\u2002      
988,田巧云\u2002      
989,柳时强\u2002      
990,黄益平\u2002      
991,广西贸促会\u2002      
992,\u2002      
993,\u2002      
994,\u2002      
995,张家栋\u2002      
996,阿里巴巴国际站\u2002      
997,劳东燕\u2002      
998,王朝
999,李永锡\u2002      
1000,李欣\u2002      
1001,陈肇雄\u2002      
1002,\u2002      
1003,石航千\u2002      
1004,祝颖丽\u2002      
1005,壹路网\u2002      
1006,\u2002      
1007,彭倩\u2002      
1008,\u2002      
1009,廖紫琳\u2002      
1010,晓琳\u2002      
1011,李丰\u2002      
1012,大海\u2002      
1013,易牟\u2002      
1014,Beau\u2002      
1015,广东省跨境电商协会\u2002      
1016,赫尔曼·西蒙\u2002      
1017,经济日报\u2002      
1018,腾讯科技\u2002      
1019,汪小楼\u2002      
1020,吴晓宇 徐曼菲\u2002      
1021,张占英\u2002      
1022,袁帅\u2002      
1023,田巧云\u2002      
1024,FISH\u2002      
1025,王继祥\u2002      
1026,王焰\u2002      
1027,\u2002      
1028,熊伟\u2002      
1029,曹倩\u2002      
1030,张江波\u2002      
1031,\u2002      
1032,金海\u2002      
1033,胡晓华\u2002      
1034, 吴晨\u2002      
1035,HBR-China\u2002      
1036,马微冰\u2002      
1037,\u2002      
1038,陈科典
1039,哈亿辉
1040,郁亚萍\u2002      
1041,迈克·苏特克里夫
1042,拉格哈夫·纳萨雷
1043,阿罗西·森\u2002      
1044,壹路网\u2002      
1045,\u2002      
1046,林晓丽
1047,倪明
1048,赵方圆
1049,张忠安\u2002      
1050,朱梦秋，贾欣然\u2002      
1051,淡忠奎\u2002      
1052,王子威\u2002      
